,num1(100),num1(10),num1(1),num2(100),num2(10),num2(1),+/-
31420,2,6,4,6,7,3,0
31421,5,6,2,9,7,3,0
31422,7,3,2,0,5,1,0
31423,4,4,7,9,4,9,0
31424,1,4,4,4,2,1,0
31425,0,5,1,0,6,4,0
31426,4,5,5,0,6,3,0
31427,2,1,4,8,4,7,0
31428,9,7,0,7,0,1,0
31429,0,6,6,4,3,6,0
31430,1,8,9,5,3,1,0
31431,8,7,7,4,5,8,0
31432,0,3,0,7,9,8,0
31433,1,0,2,6,6,8,0
31434,5,8,0,1,2,0,0
31435,7,6,4,4,5,4,0
31436,0,7,1,5,9,2,0
31437,2,5,5,9,6,7,0
31438,3,4,6,3,2,2,0
31439,9,8,2,6,6,5,0
31440,1,1,7,7,9,5,0
31441,1,9,7,1,7,7,0
31442,6,1,4,6,9,6,0
31443,6,4,6,3,0,9,0
31444,3,1,0,5,8,6,0
31445,0,3,7,2,6,8,0
31446,4,9,8,8,9,3,0
31447,1,5,1,6,2,1,0
31448,1,5,4,5,6,5,0
31449,1,4,6,9,8,8,0
31450,5,1,1,2,6,8,0
31451,9,0,4,4,4,9,0
31452,8,8,3,2,6,6,0
31453,1,8,8,7,9,8,0
31454,3,7,0,9,5,0,0
31455,7,4,1,4,0,8,0
31456,0,7,0,9,9,6,0
31457,9,1,2,7,3,1,0
31458,6,7,9,0,7,7,0
31459,6,0,3,0,8,8,0
31460,1,3,4,8,9,6,0
31461,6,3,1,2,2,1,0
31462,6,4,8,6,6,4,0
31463,5,4,2,5,1,3,0
31464,1,2,3,2,3,7,0
31465,8,7,2,1,8,9,0
31466,0,0,8,7,9,4,0
31467,6,5,4,0,8,5,0
31468,9,7,7,7,7,5,0
31469,5,5,5,2,4,9,0
31470,1,5,9,8,6,5,0
31471,9,4,0,1,8,1,0
31472,8,8,6,2,2,3,0
31473,8,2,7,7,8,6,0
31474,2,6,3,8,1,9,0
31475,8,7,9,7,4,6,0
31476,9,7,1,6,5,1,0
31477,5,7,2,5,3,4,0
31478,4,3,5,5,8,5,0
31479,3,2,5,4,4,8,0
31480,8,7,9,4,6,9,0
31481,7,8,8,0,6,3,0
31482,7,3,2,8,2,7,0
31483,5,1,9,6,1,9,0
31484,0,9,8,9,8,7,0
31485,8,2,2,3,4,8,0
31486,6,8,3,4,8,1,0
31487,4,7,7,7,4,8,0
31488,3,2,0,7,1,9,0
31489,1,6,6,1,3,7,0
31490,4,3,9,1,3,4,0
31491,7,3,5,5,7,2,0
31492,3,3,2,3,6,3,0
31493,5,7,5,2,3,6,0
31494,9,0,5,7,5,4,0
31495,8,8,5,8,8,8,0
31496,1,2,6,9,3,4,0
31497,9,1,9,6,9,4,0
31498,1,3,2,7,0,3,0
31499,5,0,9,1,9,1,0
31500,7,3,0,8,4,9,0
31501,0,7,5,9,5,5,0
31502,3,8,8,7,4,9,0
31503,3,7,7,1,3,2,0
31504,9,3,3,0,5,8,0
31505,3,0,1,7,0,7,0
31506,4,4,8,6,7,9,0
31507,9,8,9,7,2,3,0
31508,8,3,0,6,1,0,0
31509,1,0,7,9,6,7,0
31510,9,3,1,0,1,4,0
31511,8,5,6,4,5,3,0
31512,4,6,4,4,3,9,0
31513,7,7,7,8,4,2,0
31514,0,9,7,1,9,6,0
31515,2,0,1,1,8,6,0
31516,2,5,3,4,4,6,0
31517,7,0,4,3,8,9,0
31518,0,7,7,4,2,0,0
31519,9,8,7,4,9,0,0
31520,7,1,9,0,4,2,0
31521,9,0,6,7,1,9,0
31522,9,3,0,1,8,4,0
31523,5,0,5,9,6,8,0
31524,3,1,3,8,9,9,0
31525,2,2,9,1,0,9,0
31526,5,0,0,7,1,0,0
31527,7,8,6,5,4,6,0
31528,3,1,7,0,1,2,0
31529,2,3,2,8,7,4,0
31530,0,2,0,3,5,7,0
31531,3,3,9,1,1,9,0
31532,2,2,6,7,4,5,0
31533,2,3,3,1,1,3,0
31534,5,8,5,0,0,9,0
31535,8,9,5,2,0,9,0
31536,7,9,1,6,2,1,0
31537,0,3,4,9,0,8,0
31538,1,9,0,3,1,1,0
31539,6,6,2,3,5,1,0
31540,3,4,9,3,9,9,0
31541,6,2,1,8,2,7,0
31542,3,3,2,9,8,2,0
31543,5,4,1,2,0,3,0
31544,2,3,4,9,9,6,0
31545,0,7,1,6,9,7,0
31546,8,5,3,8,0,8,0
31547,6,3,1,9,9,2,0
31548,7,4,2,4,6,6,0
31549,6,8,7,1,8,0,0
31550,7,8,3,5,7,0,0
31551,8,5,9,1,9,8,0
31552,7,1,5,2,6,8,0
31553,9,2,3,1,5,7,0
31554,4,1,1,4,1,9,0
31555,6,2,2,1,0,3,0
31556,2,0,4,9,2,4,0
31557,5,0,5,2,0,8,0
31558,2,3,1,9,9,6,0
31559,1,2,7,4,6,0,0
31560,8,0,2,6,5,6,0
31561,6,4,7,0,9,8,0
31562,8,8,0,0,0,8,0
31563,5,7,6,3,4,1,0
31564,0,8,4,4,0,2,0
31565,7,6,3,1,5,0,0
31566,5,2,1,7,3,3,0
31567,1,0,1,7,8,4,0
31568,7,4,0,9,5,1,0
31569,8,7,6,9,3,1,0
31570,8,5,7,0,0,3,0
31571,1,0,1,1,7,5,0
31572,8,5,0,8,7,8,0
31573,8,5,2,1,5,6,0
31574,9,2,8,4,1,1,0
31575,7,2,2,8,5,9,0
31576,1,1,9,9,0,6,0
31577,1,5,8,0,3,7,0
31578,4,1,3,9,5,1,0
31579,4,7,1,2,8,0,0
31580,1,7,8,8,0,9,0
31581,7,4,6,0,9,2,0
31582,1,0,8,4,3,7,0
31583,7,3,5,4,9,6,0
31584,5,9,2,3,7,0,0
31585,7,4,5,3,7,8,0
31586,0,4,8,7,6,4,0
31587,2,4,7,8,1,3,0
31588,8,8,5,6,4,7,0
31589,7,9,8,8,6,7,0
31590,6,8,6,8,0,0,0
31591,0,6,4,0,7,0,0
31592,5,8,3,5,4,3,0
31593,2,4,7,0,1,4,0
31594,4,9,1,3,9,0,0
31595,3,0,0,0,1,5,0
31596,0,3,5,1,9,7,0
31597,1,3,1,0,0,9,0
31598,7,5,0,4,4,4,0
31599,3,2,4,6,3,0,0
31600,8,7,7,5,9,1,0
31601,3,6,4,7,0,6,0
31602,9,1,8,1,3,9,0
31603,7,0,9,9,7,2,0
31604,3,2,9,7,6,8,0
31605,7,1,7,6,8,0,0
31606,3,7,9,4,1,6,0
31607,1,2,2,9,9,5,0
31608,9,5,7,9,1,1,0
31609,1,4,6,9,2,6,0
31610,2,3,8,7,2,1,0
31611,0,1,9,5,6,1,0
31612,8,7,9,1,1,5,0
31613,2,6,4,1,5,7,0
31614,6,6,2,0,9,6,0
31615,1,9,1,1,2,1,0
31616,5,7,2,0,3,1,0
31617,1,9,1,0,1,0,0
31618,7,1,6,5,6,3,0
31619,8,6,1,2,0,7,0
31620,3,0,3,3,4,4,0
31621,8,7,2,9,7,0,0
31622,8,7,3,2,5,1,0
31623,3,1,0,7,4,6,0
31624,8,0,7,9,4,8,0
31625,4,2,0,9,0,6,0
31626,3,3,4,1,8,3,0
31627,2,3,5,3,5,9,0
31628,4,0,9,9,8,8,0
31629,6,8,6,3,2,9,0
31630,9,8,5,7,8,3,0
31631,9,4,2,1,6,7,0
31632,0,1,7,4,7,1,0
31633,0,0,0,8,6,6,0
31634,0,1,3,8,7,9,0
31635,1,3,7,0,2,2,0
31636,1,7,9,7,3,0,0
31637,8,0,1,1,2,5,0
31638,8,4,5,5,2,9,0
31639,1,2,1,3,3,6,0
31640,8,9,2,8,7,3,0
31641,3,0,8,1,0,2,0
31642,4,3,3,3,1,7,0
31643,2,2,0,0,2,8,0
31644,5,9,1,1,6,4,0
31645,0,2,7,4,4,6,0
31646,4,1,9,0,7,4,0
31647,0,8,0,8,3,7,0
31648,6,6,0,6,7,8,0
31649,4,1,1,5,9,7,0
31650,8,3,3,2,6,5,0
31651,1,5,3,7,8,4,0
31652,3,1,6,2,4,7,0
31653,0,6,5,4,7,2,0
31654,9,2,7,3,0,7,0
31655,4,5,0,7,9,6,0
31656,2,0,9,5,7,8,0
31657,0,9,6,1,0,9,0
31658,9,4,2,4,5,5,0
31659,8,4,5,1,3,7,0
31660,1,4,3,0,3,7,0
31661,9,2,9,2,2,2,0
31662,9,6,4,1,6,6,0
31663,7,6,3,0,4,1,0
31664,7,8,3,9,1,3,0
31665,1,2,2,7,8,8,0
31666,7,5,3,0,6,6,0
31667,6,8,6,1,1,6,0
31668,7,5,6,3,3,5,0
31669,5,9,9,5,8,7,0
31670,3,1,2,9,4,2,0
31671,4,6,3,0,0,4,0
31672,5,7,4,1,1,5,0
31673,8,3,2,8,1,7,0
31674,1,3,9,1,7,2,0
31675,8,7,4,4,9,0,0
31676,5,6,4,6,0,8,0
31677,3,4,6,5,9,7,0
31678,7,7,6,4,4,2,0
31679,8,6,8,6,5,9,0
31680,7,5,0,3,8,3,0
31681,7,2,6,6,4,8,0
31682,9,8,3,4,9,6,0
31683,2,7,6,8,0,0,0
31684,1,0,9,9,5,8,0
31685,8,7,1,0,2,8,0
31686,3,8,3,6,8,1,0
31687,3,1,3,8,5,8,0
31688,7,6,7,7,8,3,0
31689,5,7,9,4,9,2,0
31690,1,4,4,7,0,3,0
31691,8,7,1,1,7,1,0
31692,7,7,4,2,3,8,0
31693,7,8,7,0,2,5,0
31694,2,9,7,7,6,4,0
31695,0,5,1,2,7,1,0
31696,6,5,0,7,3,1,0
31697,9,0,2,8,0,7,0
31698,2,8,0,5,7,5,0
31699,0,1,7,7,0,3,0
31700,4,0,3,6,8,9,0
31701,7,1,2,7,1,5,0
31702,6,4,7,2,7,0,0
31703,9,2,1,4,8,7,0
31704,4,7,5,4,4,7,0
31705,2,4,4,6,7,5,0
31706,9,4,3,6,3,4,0
31707,6,6,1,5,8,3,0
31708,2,4,5,1,8,2,0
31709,2,6,9,3,1,3,0
31710,2,0,7,2,9,4,0
31711,9,9,9,5,2,6,0
31712,1,3,5,5,9,8,0
31713,7,5,8,3,2,2,0
31714,3,6,7,3,9,2,0
31715,5,3,3,0,7,1,0
31716,1,2,7,2,6,6,0
31717,8,3,1,1,4,6,0
31718,4,8,9,2,0,3,0
31719,4,8,5,1,3,6,0
31720,6,4,1,9,5,1,0
31721,8,7,5,8,1,4,0
31722,0,9,4,5,5,1,0
31723,7,3,0,2,0,9,0
31724,4,3,1,0,5,7,0
31725,6,4,2,0,4,7,0
31726,6,5,3,1,2,0,0
31727,2,2,2,8,5,9,0
31728,7,1,4,8,1,3,0
31729,2,2,1,3,8,7,0
31730,5,1,7,8,4,1,0
31731,9,2,3,2,2,9,0
31732,1,1,2,3,6,2,0
31733,3,6,8,6,0,9,0
31734,6,8,5,3,3,7,0
31735,2,3,6,4,5,9,0
31736,7,4,4,2,8,4,0
31737,4,4,1,5,4,0,0
31738,0,1,3,6,6,2,0
31739,6,2,2,2,3,6,0
31740,6,5,6,8,5,4,0
31741,8,6,0,5,3,2,0
31742,3,2,2,5,2,9,0
31743,7,3,3,4,7,5,0
31744,2,7,3,5,7,0,0
31745,6,9,4,8,8,6,0
31746,3,8,3,0,3,9,0
31747,1,0,9,8,4,9,0
31748,1,4,7,7,6,9,0
31749,6,2,4,1,6,7,0
31750,6,1,4,8,5,0,0
31751,1,0,2,5,3,3,0
31752,8,7,0,0,4,3,0
31753,7,4,4,6,0,9,0
31754,3,1,3,0,1,0,0
31755,0,0,8,6,7,8,0
31756,7,2,8,4,4,3,0
31757,7,9,2,2,9,0,0
31758,2,3,6,1,2,4,0
31759,2,0,9,1,9,8,0
31760,8,4,8,3,1,4,0
31761,5,0,0,2,6,8,0
31762,0,8,9,4,2,3,0
31763,7,9,5,5,0,5,0
31764,5,6,9,2,3,1,0
31765,4,1,3,7,8,5,0
31766,1,4,0,5,3,2,0
31767,7,0,8,1,2,1,0
31768,5,3,6,8,5,9,0
31769,1,9,5,4,4,2,0
31770,0,0,4,9,4,0,0
31771,4,8,7,8,7,2,0
31772,1,9,0,0,6,5,0
31773,3,0,1,5,8,7,0
31774,6,6,8,3,7,1,0
31775,1,8,3,1,6,9,0
31776,6,8,4,4,2,1,0
31777,1,5,6,9,9,4,0
31778,1,5,3,9,8,6,0
31779,3,0,4,1,5,8,0
31780,7,6,4,0,4,5,0
31781,5,0,0,0,5,0,0
31782,3,1,8,2,5,5,0
31783,8,2,6,8,0,4,0
31784,0,5,2,0,0,8,0
31785,7,7,7,4,1,3,0
31786,0,0,5,6,9,1,0
31787,4,6,0,1,2,3,0
31788,4,0,8,1,8,7,0
31789,7,8,2,3,4,9,0
31790,2,5,9,2,3,6,0
31791,8,5,3,8,2,3,0
31792,8,1,4,2,3,6,0
31793,6,0,1,8,8,5,0
31794,0,5,4,6,1,4,0
31795,0,2,0,0,6,4,0
31796,7,9,1,4,7,9,0
31797,2,5,4,0,0,6,0
31798,8,7,4,8,0,8,0
31799,5,1,9,4,5,6,0
31800,7,3,5,0,2,3,0
31801,9,8,4,3,6,9,0
31802,0,0,6,7,8,0,0
31803,2,2,3,8,8,8,0
31804,1,2,4,5,8,9,0
31805,8,2,1,2,5,5,0
31806,9,9,4,2,4,7,0
31807,6,9,9,5,4,3,0
31808,3,4,4,2,7,3,0
31809,9,4,3,2,2,5,0
31810,1,0,5,4,3,1,0
31811,4,5,1,3,8,3,0
31812,5,6,1,5,8,3,0
31813,4,3,7,3,4,7,0
31814,9,4,7,8,3,7,0
31815,2,0,9,1,3,6,0
31816,7,3,8,4,6,6,0
31817,4,4,8,7,3,8,0
31818,7,5,2,5,7,3,0
31819,4,6,7,3,3,8,0
31820,4,3,6,6,4,0,0
31821,2,4,8,0,1,3,0
31822,7,4,6,3,7,5,0
31823,1,4,2,9,6,0,0
31824,9,1,9,5,9,5,0
31825,8,4,6,3,2,8,0
31826,5,4,3,1,3,1,0
31827,6,8,5,4,9,1,0
31828,0,6,7,3,4,5,0
31829,8,8,9,7,7,5,0
31830,7,7,2,1,2,9,0
31831,5,0,9,3,0,9,0
31832,8,4,3,2,8,5,0
31833,2,9,6,2,5,3,0
31834,0,7,1,0,8,7,0
31835,1,6,1,4,1,4,0
31836,2,4,6,3,2,6,0
31837,0,6,0,3,9,6,0
31838,9,4,8,5,8,2,0
31839,0,3,5,2,5,8,0
31840,9,2,8,5,8,2,0
31841,9,3,5,5,7,7,0
31842,0,9,3,7,5,5,0
31843,2,3,9,7,7,8,0
31844,6,2,0,1,4,2,0
31845,4,2,1,1,6,8,0
31846,5,4,8,3,8,9,0
31847,9,4,1,1,1,1,0
31848,2,2,5,0,7,8,0
31849,3,3,0,9,7,0,0
31850,2,5,8,8,3,7,0
31851,9,0,0,0,5,5,0
31852,2,6,8,3,3,9,0
31853,7,6,2,3,0,0,0
31854,6,3,8,1,1,1,0
31855,7,5,1,9,6,8,0
31856,6,4,0,9,6,2,0
31857,9,8,2,9,1,6,0
31858,9,6,4,1,0,3,0
31859,9,3,0,4,8,6,0
31860,9,4,4,1,7,8,0
31861,9,7,6,0,5,1,0
31862,5,3,2,9,8,5,0
31863,0,1,1,9,3,6,0
31864,1,9,5,8,2,4,0
31865,5,6,4,4,5,5,0
31866,7,4,7,9,7,1,0
31867,5,7,5,6,7,5,0
31868,5,4,8,6,4,1,0
31869,2,5,5,5,2,8,0
31870,0,8,5,0,6,2,0
31871,0,0,2,6,0,6,0
31872,0,3,5,7,7,6,0
31873,3,4,3,5,1,0,0
31874,2,0,4,1,0,6,0
31875,3,7,2,8,2,2,0
31876,5,1,0,2,1,8,0
31877,4,6,9,7,7,4,0
31878,5,4,4,5,4,4,0
31879,1,9,8,3,4,4,0
31880,2,3,4,9,5,6,0
31881,8,7,7,3,3,1,0
31882,6,0,7,9,8,0,0
31883,9,0,5,2,4,3,0
31884,8,9,7,5,1,1,0
31885,0,9,6,4,5,3,0
31886,1,2,2,8,7,3,0
31887,0,9,0,4,5,3,0
31888,7,6,0,4,2,1,0
31889,0,3,5,3,3,2,0
31890,3,1,7,6,2,9,0
31891,6,3,8,6,8,8,0
31892,5,3,1,7,2,4,0
31893,0,7,3,3,2,4,0
31894,2,0,2,9,6,6,0
31895,9,0,4,1,7,9,0
31896,6,8,2,5,2,8,0
31897,0,8,0,1,2,5,0
31898,2,4,1,0,5,4,0
31899,8,4,4,5,3,2,0
31900,0,9,7,7,9,7,0
31901,3,5,0,0,4,0,0
31902,2,4,6,3,8,8,0
31903,6,0,1,0,4,6,0
31904,0,4,4,8,9,2,0
31905,3,8,6,4,2,7,0
31906,6,4,6,7,1,8,0
31907,9,5,4,3,2,0,0
31908,6,8,4,9,8,1,0
31909,9,1,9,0,8,9,0
31910,1,0,5,4,0,5,0
31911,5,0,0,3,7,0,0
31912,3,1,2,2,4,4,0
31913,0,0,6,1,8,8,0
31914,2,6,7,4,2,3,0
31915,2,1,8,5,7,1,0
31916,5,2,1,2,1,1,0
31917,0,6,2,2,5,3,0
31918,2,8,6,0,7,8,0
31919,8,6,6,4,7,8,0
31920,4,0,2,2,4,8,0
31921,5,9,5,4,8,3,0
31922,1,9,8,3,3,0,0
31923,3,0,6,7,0,5,0
31924,8,2,3,4,0,6,0
31925,4,0,3,0,5,8,0
31926,4,8,9,7,5,4,0
31927,5,3,8,6,9,8,0
31928,2,2,5,2,6,8,0
31929,7,5,5,4,5,2,0
31930,9,5,9,8,0,3,0
31931,1,8,2,9,1,6,0
31932,7,6,7,4,0,4,0
31933,6,5,3,1,6,2,0
31934,9,9,9,8,7,8,0
31935,0,1,6,1,8,5,0
31936,4,0,0,0,8,0,0
31937,8,6,8,4,2,4,0
31938,6,9,8,7,0,5,0
31939,5,9,2,3,1,6,0
31940,6,5,7,1,2,4,0
31941,7,1,3,6,4,2,0
31942,6,7,0,7,8,6,0
31943,1,9,1,2,0,7,0
31944,9,5,9,4,8,3,0
31945,6,4,1,0,4,3,0
31946,3,8,2,0,4,8,0
31947,8,5,8,2,4,7,0
31948,0,2,9,0,8,5,0
31949,9,9,0,7,1,1,0
31950,4,0,2,6,2,8,0
31951,1,3,5,9,0,5,0
31952,1,4,6,1,3,6,0
31953,2,9,6,1,2,7,0
31954,2,3,7,4,9,9,0
31955,7,5,7,1,3,0,0
31956,2,9,3,5,9,2,0
31957,9,8,0,7,4,8,0
31958,0,7,4,8,1,1,0
31959,0,4,1,4,7,9,0
31960,0,6,6,9,2,8,0
31961,7,0,8,5,0,2,0
31962,7,9,7,9,8,3,0
31963,5,3,8,0,7,2,0
31964,6,4,0,5,2,6,0
31965,0,3,5,0,4,2,0
31966,8,4,3,6,6,5,0
31967,0,2,2,7,5,1,0
31968,4,4,5,4,1,0,0
31969,1,1,4,7,9,0,0
31970,9,1,0,7,2,2,0
31971,3,8,6,2,4,0,0
31972,8,0,5,1,8,3,0
31973,2,3,4,6,2,7,0
31974,1,8,6,9,8,6,0
31975,4,8,3,8,5,7,0
31976,9,6,5,9,3,6,0
31977,9,9,5,1,5,8,0
31978,2,7,7,8,1,1,0
31979,9,1,7,3,8,5,0
31980,1,9,1,8,6,2,0
31981,6,4,0,0,6,6,0
31982,6,0,4,0,1,7,0
31983,8,7,6,2,9,1,0
31984,0,7,9,4,9,1,0
31985,6,7,1,9,6,3,0
31986,8,2,0,6,2,9,0
31987,6,5,3,8,1,0,0
31988,8,1,7,7,7,1,0
31989,7,1,1,8,2,1,0
31990,7,2,3,6,0,2,0
31991,0,6,8,9,5,6,0
31992,4,4,3,6,7,0,0
31993,1,3,1,9,8,5,0
31994,8,7,9,1,7,8,0
31995,4,7,0,6,4,6,0
31996,8,3,1,6,5,6,0
31997,2,1,4,8,7,8,0
31998,4,7,5,4,9,4,0
31999,0,9,7,3,4,5,0
32000,4,8,4,6,2,5,0
32001,3,8,9,3,2,6,0
32002,3,3,1,4,7,0,0
32003,0,5,7,2,4,9,0
32004,4,1,8,4,7,8,0
32005,9,6,5,9,8,1,0
32006,3,2,2,6,3,0,0
32007,9,4,0,2,4,5,0
32008,8,7,3,3,8,5,0
32009,3,4,6,1,9,4,0
32010,5,0,8,3,7,1,0
32011,0,9,0,1,5,3,0
32012,1,0,0,0,4,3,0
32013,7,8,2,6,9,5,0
32014,5,4,1,4,7,8,0
32015,7,1,8,6,7,4,0
32016,5,9,9,9,2,5,0
32017,4,5,9,2,3,6,0
32018,0,7,6,9,3,6,0
32019,7,9,0,1,7,1,0
32020,4,9,1,1,4,6,0
32021,9,1,6,2,9,4,0
32022,2,9,2,4,8,2,0
32023,5,5,0,1,9,1,0
32024,9,0,9,2,7,2,0
32025,3,7,0,9,4,2,0
32026,1,0,3,6,2,3,0
32027,5,9,0,9,3,5,0
32028,5,1,8,5,2,8,0
32029,6,7,8,8,1,3,0
32030,2,2,4,4,2,2,0
32031,5,2,5,1,8,6,0
32032,1,8,4,8,4,9,0
32033,6,7,8,5,3,6,0
32034,0,6,3,9,2,2,0
32035,5,8,2,4,7,3,0
32036,9,9,0,8,1,8,0
32037,1,7,2,8,6,3,0
32038,2,0,1,1,5,3,0
32039,3,4,7,0,6,9,0
32040,2,1,0,1,1,8,0
32041,4,9,3,3,0,1,0
32042,0,3,3,0,2,7,0
32043,9,2,8,4,4,5,0
32044,6,4,6,3,2,4,0
32045,6,1,5,0,0,7,0
32046,0,9,1,2,0,7,0
32047,0,8,3,7,1,7,0
32048,7,6,2,3,6,3,0
32049,5,3,3,0,3,0,0
32050,7,5,1,7,8,5,0
32051,3,0,1,2,0,0,0
32052,4,3,4,0,6,2,0
32053,9,0,9,5,5,5,0
32054,8,5,1,9,0,6,0
32055,4,9,8,1,7,5,0
32056,1,9,4,6,2,2,0
32057,3,7,2,3,8,7,0
32058,5,5,5,8,5,0,0
32059,0,3,4,7,3,7,0
32060,6,6,7,2,9,9,0
32061,6,4,3,8,0,0,0
32062,1,1,7,6,0,2,0
32063,7,8,7,5,3,1,0
32064,1,0,8,2,4,5,0
32065,5,7,1,7,8,8,0
32066,3,8,4,7,9,7,0
32067,5,1,0,8,2,8,0
32068,6,3,5,9,5,3,0
32069,2,7,7,4,3,0,0
32070,4,8,5,3,6,8,0
32071,9,5,6,1,1,3,0
32072,4,2,1,8,5,3,0
32073,2,0,3,3,9,9,0
32074,7,7,5,1,9,6,0
32075,6,4,4,4,6,9,0
32076,4,0,3,7,2,1,0
32077,8,1,4,9,9,9,0
32078,6,3,9,5,9,0,0
32079,0,4,3,4,3,6,0
32080,7,2,1,2,0,0,0
32081,6,2,4,9,7,6,0
32082,8,4,1,5,4,0,0
32083,1,4,5,9,1,2,0
32084,7,6,6,9,5,6,0
32085,5,3,2,9,1,3,0
32086,8,3,5,3,5,2,0
32087,4,3,3,6,1,4,0
32088,2,0,0,4,5,8,0
32089,2,5,9,2,0,0,0
32090,9,7,7,9,3,8,0
32091,7,1,7,2,3,3,0
32092,7,7,4,6,8,5,0
32093,1,0,5,3,8,0,0
32094,2,8,3,7,5,3,0
32095,0,7,8,3,2,5,0
32096,7,1,8,5,6,8,0
32097,6,8,8,8,0,8,0
32098,6,5,2,7,4,4,0
32099,2,2,6,2,2,6,0
32100,7,2,1,6,1,8,0
32101,2,0,5,6,1,1,0
32102,3,9,1,5,8,4,0
32103,1,2,5,6,5,9,0
32104,8,9,8,1,6,9,0
32105,3,1,1,2,2,8,0
32106,8,7,0,6,8,9,0
32107,1,0,3,6,4,0,0
32108,4,4,6,9,1,4,0
32109,0,0,4,8,9,4,0
32110,9,0,8,2,8,5,0
32111,6,8,5,3,7,6,0
32112,5,6,3,5,2,8,0
32113,8,8,2,3,4,3,0
32114,8,5,5,1,2,9,0
32115,2,0,8,9,2,1,0
32116,1,4,9,7,9,9,0
32117,3,4,8,8,5,8,0
32118,3,5,3,2,3,9,0
32119,9,1,2,8,3,8,0
32120,7,6,7,9,3,0,0
32121,0,6,1,8,2,6,0
32122,1,2,7,9,8,5,0
32123,2,5,5,8,9,7,0
32124,9,0,0,3,1,6,0
32125,9,8,4,0,1,1,0
32126,2,7,9,2,6,6,0
32127,3,5,4,5,2,3,0
32128,7,5,9,2,9,7,0
32129,6,9,1,1,7,8,0
32130,7,4,8,3,4,2,0
32131,0,6,0,5,8,2,0
32132,6,8,0,1,0,1,0
32133,4,0,8,5,5,1,0
32134,6,2,8,1,3,1,0
32135,9,5,3,4,8,5,0
32136,6,4,9,3,0,7,0
32137,3,9,4,1,1,4,0
32138,7,5,7,4,4,8,0
32139,9,5,1,0,3,3,0
32140,2,3,7,6,9,1,0
32141,8,1,3,1,8,6,0
32142,3,3,7,3,0,8,0
32143,1,2,1,4,3,8,0
32144,5,2,1,4,3,0,0
32145,4,8,6,6,7,0,0
32146,0,7,9,4,6,3,0
32147,9,7,9,9,7,6,0
32148,2,0,8,7,5,0,0
32149,2,3,3,0,0,9,0
32150,5,3,3,6,3,3,0
32151,6,7,7,0,2,7,0
32152,0,9,5,5,5,8,0
32153,4,3,0,0,1,3,0
32154,5,8,3,1,9,0,0
32155,2,2,6,3,7,4,0
32156,8,7,1,9,8,1,0
32157,2,8,7,0,1,3,0
32158,0,3,7,0,2,5,0
32159,9,3,7,9,1,4,0
32160,7,9,4,4,8,7,0
32161,3,1,1,4,2,2,0
32162,4,2,7,3,6,3,0
32163,1,9,3,2,7,0,0
32164,0,4,0,9,0,0,0
32165,2,2,0,9,0,7,0
32166,5,1,1,8,4,6,0
32167,8,3,9,9,8,9,0
32168,2,8,1,6,4,8,0
32169,7,0,8,2,4,8,0
32170,4,9,5,1,8,3,0
32171,5,6,9,6,7,0,0
32172,8,0,6,2,4,5,0
32173,1,0,9,7,2,3,0
32174,4,6,6,2,3,3,0
32175,5,5,0,5,4,1,0
32176,1,7,9,0,6,9,0
32177,1,5,6,6,5,5,0
32178,1,4,0,9,6,6,0
32179,2,5,1,4,3,3,0
32180,6,5,0,8,4,8,0
32181,2,2,6,9,6,7,0
32182,3,4,8,5,3,0,0
32183,2,5,2,2,7,3,0
32184,2,2,4,0,9,1,0
32185,4,5,6,8,3,6,0
32186,1,5,4,6,4,7,0
32187,2,3,5,5,0,4,0
32188,9,0,5,7,5,7,0
32189,5,4,9,6,4,8,0
32190,3,3,2,9,3,4,0
32191,1,6,6,5,8,9,0
32192,0,2,6,0,2,0,0
32193,8,6,2,0,8,3,0
32194,6,5,2,4,4,2,0
32195,2,7,0,2,6,3,0
32196,8,6,3,5,0,0,0
32197,4,2,2,9,6,3,0
32198,6,9,4,7,5,9,0
32199,5,9,5,9,8,1,0
32200,8,8,7,1,5,5,0
32201,6,2,9,7,9,0,0
32202,8,1,2,4,8,6,0
32203,3,9,8,0,3,2,0
32204,1,9,5,2,9,0,0
32205,7,8,3,2,0,0,0
32206,1,5,9,4,2,8,0
32207,7,7,1,3,6,1,0
32208,2,8,9,6,4,7,0
32209,4,5,0,2,5,7,0
32210,9,4,2,4,1,6,0
32211,0,7,8,1,5,2,0
32212,0,3,1,9,0,8,0
32213,8,5,4,4,7,4,0
32214,3,2,7,4,2,9,0
32215,7,1,9,1,5,6,0
32216,0,7,4,1,9,3,0
32217,4,8,2,4,8,2,0
32218,7,6,4,8,4,3,0
32219,8,4,2,7,8,8,0
32220,3,3,5,9,5,3,0
32221,3,5,6,5,0,0,0
32222,8,1,9,2,2,3,0
32223,9,7,4,2,4,3,0
32224,2,0,9,0,1,5,0
32225,3,0,8,1,6,9,0
32226,2,5,5,4,2,4,0
32227,6,8,3,2,3,2,0
32228,4,3,4,5,0,9,0
32229,0,3,9,1,9,4,0
32230,0,6,3,2,8,4,0
32231,9,0,5,7,6,0,0
32232,9,0,4,9,5,6,0
32233,6,1,9,4,9,6,0
32234,3,1,5,0,5,5,0
32235,8,2,3,9,5,1,0
32236,4,6,6,0,9,7,0
32237,4,5,4,2,5,5,0
32238,7,2,2,2,3,7,0
32239,4,3,1,7,8,9,0
32240,5,2,4,1,3,4,0
